timestamp,temperature,humidity,pressure,wind_speed,rain
2023-01-06 06:00:00,10.4,77.9,1013.1,18.8,1
2023-01-06 07:00:00,11.68,92.1,1013.2,5.9,1
2023-01-06 08:00:00,14.19,76.9,1013.1,3.3,0
2023-01-06 09:00:00,13.39,80.3,1013.1,7.1,1
2023-01-06 10:00:00,13.21,82.1,1013.1,4.8,1
2023-01-06 11:00:00,13.61,82.2,1013.1,1.4,0
2023-01-06 12:00:00,16.04,74.6,1013.1,4.5,1
2023-01-06 13:00:00,15.55,83.9,1013.1,1.0,1
2023-01-06 14:00:00,15.94,77.3,1013.2,1.5,0
2023-01-06 15:00:00,17.02,80.9,1013.2,1.5,0
2023-01-06 16:00:00,19.71,83.0,1013.1,4.7,1
2023-01-06 17:00:00,16.74,69.2,1013.1,1.3,0
2023-01-06 18:00:00,18.31,66.9,1013.2,6.5,0
2023-01-06 19:00:00,14.94,79.7,1013.1,1.8,0
2023-01-06 20:00:00,13.7,71.1,1013.1,0.3,1
2023-01-06 21:00:00,11.5,82.3,1013.1,1.2,1
2023-01-06 22:00:00,11.52,84.1,1013.0,11.4,1
2023-01-06 23:00:00,10.93,79.8,1012.9,3.6,0
2023-01-07 00:00:00,9.82,81.5,1013.0,5.5,0
2023-01-07 01:00:00,8.98,81.1,1013.0,6.1,0
2023-01-07 02:00:00,6.73,78.8,1013.0,5.2,1
2023-01-07 03:00:00,8.73,85.4,1013.0,4.1,0
2023-01-07 04:00:00,7.35,79.8,1013.0,8.2,0
2023-01-07 05:00:00,10.32,80.5,1013.0,2.4,1
2023-01-07 06:00:00,10.51,81.1,1012.9,4.2,1
2023-01-07 07:00:00,11.06,79.9,1012.9,0.8,1
2023-01-07 08:00:00,12.32,85.2,1012.9,3.8,1
2023-01-07 09:00:00,11.94,84.7,1012.8,3.0,0
2023-01-07 10:00:00,11.82,82.8,1012.8,7.8,0
2023-01-07 11:00:00,15.18,76.1,1012.8,4.5,0
2023-01-07 12:00:00,17.31,74.8,1012.9,4.0,1
2023-01-07 13:00:00,18.66,77.1,1012.9,0.4,1
2023-01-07 14:00:00,16.03,71.9,1012.9,2.1,0
2023-01-07 15:00:00,19.14,78.4,1012.9,8.2,1
2023-01-07 16:00:00,18.06,82.9,1012.9,3.2,0
2023-01-07 17:00:00,17.11,68.2,1012.8,3.8,0
2023-01-07 18:00:00,16.98,80.5,1012.8,0.8,1
2023-01-07 19:00:00,14.3,75.9,1012.8,2.0,1
2023-01-07 20:00:00,13.84,86.8,1012.9,1.8,1
2023-01-07 21:00:00,15.19,73.9,1012.9,6.6,1
2023-01-07 22:00:00,10.85,77.0,1012.8,2.5,1
2023-01-07 23:00:00,10.62,83.0,1012.8,10.6,1
2023-01-08 00:00:00,9.54,87.1,1012.8,10.4,1
2023-01-08 01:00:00,5.93,86.9,1012.8,1.9,1
2023-01-08 02:00:00,9.34,78.7,1012.8,3.6,1
2023-01-08 03:00:00,9.03,80.9,1012.9,3.5,1
2023-01-08 04:00:00,7.83,78.7,1012.9,4.4,1
2023-01-08 05:00:00,10.52,80.1,1012.8,1.5,0
2023-01-08 06:00:00,7.28,86.1,1012.7,5.2,1
2023-01-08 07:00:00,12.04,81.6,1012.6,3.6,0
2023-01-08 08:00:00,10.81,89.1,1012.6,2.2,0
2023-01-08 09:00:00,13.89,86.2,1012.7,4.3,1
2023-01-08 10:00:00,12.01,73.1,1012.7,2.5,0
2023-01-08 11:00:00,15.81,80.9,1012.7,6.6,0
2023-01-08 12:00:00,16.37,82.1,1012.6,4.4,1
2023-01-08 13:00:00,14.01,89.0,1012.5,1.9,1
2023-01-08 14:00:00,17.18,77.4,1012.5,3.6,0
2023-01-08 15:00:00,19.11,71.4,1012.5,2.1,0
2023-01-08 16:00:00,16.88,61.7,1012.5,6.6,0
2023-01-08 17:00:00,15.45,77.8,1012.5,5.6,1
2023-01-08 18:00:00,16.53,80.9,1012.5,2.1,1
2023-01-08 19:00:00,17.33,68.4,1012.4,2.4,1
2023-01-08 20:00:00,13.07,81.7,1012.3,3.1,0
2023-01-08 21:00:00,12.93,82.2,1012.3,1.9,1
2023-01-08 22:00:00,10.31,83.6,1012.3,2.3,1
2023-01-08 23:00:00,9.58,90.5,1012.3,0.8,1
2023-01-09 00:00:00,11.86,90.9,1012.3,2.1,0
2023-01-09 01:00:00,6.97,95.1,1012.3,5.6,1
2023-01-09 02:00:00,8.26,86.3,1012.3,2.6,1
2023-01-09 03:00:00,8.85,86.0,1012.3,3.4,1
2023-01-09 04:00:00,8.48,79.0,1012.3,0.9,0
2023-01-09 05:00:00,10.04,80.8,1012.3,7.7,1
2023-01-09 06:00:00,9.4,86.3,1012.3,1.9,0
2023-01-09 07:00:00,9.04,81.7,1012.3,10.1,1
2023-01-09 08:00:00,12.42,82.5,1012.4,6.7,0
2023-01-09 09:00:00,11.18,78.6,1012.3,3.5,1
2023-01-09 10:00:00,11.02,90.1,1012.3,4.2,1
2023-01-09 11:00:00,14.97,78.7,1012.2,3.7,0
2023-01-09 12:00:00,18.78,66.1,1012.3,1.0,0
2023-01-09 13:00:00,16.72,65.9,1012.2,0.8,0
2023-01-09 14:00:00,21.31,63.9,1012.3,4.2,0
2023-01-09 15:00:00,16.3,79.0,1012.4,2.9,0
2023-01-09 16:00:00,17.48,78.3,1012.4,3.8,0
2023-01-09 17:00:00,16.98,75.1,1012.4,0.6,0
2023-01-09 18:00:00,15.96,73.8,1012.4,4.8,1
2023-01-09 19:00:00,15.12,79.9,1012.3,3.4,0
2023-01-09 20:00:00,16.21,68.2,1012.3,2.6,0
2023-01-09 21:00:00,13.35,80.2,1012.4,2.2,1
2023-01-09 22:00:00,10.04,88.2,1012.4,2.5,1
2023-01-09 23:00:00,10.15,87.7,1012.4,2.5,1
2023-01-10 00:00:00,9.47,93.0,1012.4,1.0,1
2023-01-10 01:00:00,11.89,80.2,1012.5,1.5,1
2023-01-10 02:00:00,7.59,93.0,1012.5,0.8,0
2023-01-10 03:00:00,8.02,77.5,1012.5,1.6,0
2023-01-10 04:00:00,6.6,86.1,1012.5,0.7,1
2023-01-10 05:00:00,7.86,89.8,1012.5,0.2,1
2023-01-10 06:00:00,7.48,90.4,1012.4,3.6,1
2023-01-10 07:00:00,10.31,88.2,1012.4,4.0,1
2023-01-10 08:00:00,12.8,77.0,1012.5,3.7,0
2023-01-10 09:00:00,9.52,83.5,1012.4,7.7,1
2023-01-10 10:00:00,14.57,83.2,1012.5,9.6,0
2023-01-10 11:00:00,15.12,78.7,1012.5,1.7,1
2023-01-10 12:00:00,17.95,86.4,1012.5,1.7,1
2023-01-10 13:00:00,17.95,78.5,1012.4,3.0,1
2023-01-10 14:00:00,17.06,72.4,1012.5,2.3,1
2023-01-10 15:00:00,19.46,67.3,1012.5,5.0,0
2023-01-10 16:00:00,17.68,70.2,1012.4,2.1,0
2023-01-10 17:00:00,18.97,72.4,1012.3,1.0,0
2023-01-10 18:00:00,15.33,68.2,1012.4,0.3,1
2023-01-10 19:00:00,14.78,83.1,1012.4,4.1,0
2023-01-10 20:00:00,13.53,77.8,1012.4,13.6,0
2023-01-10 21:00:00,11.32,89.4,1012.4,2.5,1
2023-01-10 22:00:00,12.91,78.7,1012.4,6.6,1
2023-01-10 23:00:00,7.87,99.8,1012.4,2.3,1
2023-01-11 00:00:00,11.8,83.4,1012.4,3.3,0
2023-01-11 01:00:00,8.7,84.7,1012.4,6.4,0
2023-01-11 02:00:00,11.08,84.1,1012.3,0.4,1
2023-01-11 03:00:00,9.58,85.1,1012.2,6.6,1
2023-01-11 04:00:00,8.94,82.9,1012.2,6.1,1
2023-01-11 05:00:00,9.92,86.6,1012.3,10.0,1
2023-01-11 06:00:00,8.05,77.5,1012.3,1.4,0
2023-01-11 07:00:00,11.14,82.8,1012.3,1.3,1
2023-01-11 08:00:00,11.89,80.3,1012.3,1.1,1
2023-01-11 09:00:00,13.57,87.3,1012.4,3.0,1
2023-01-11 10:00:00,14.55,79.4,1012.4,4.8,1
2023-01-11 11:00:00,13.05,79.0,1012.4,2.4,1
2023-01-11 12:00:00,17.09,76.1,1012.3,2.0,1
2023-01-11 13:00:00,18.33,75.1,1012.3,6.3,1
2023-01-11 14:00:00,18.69,74.1,1012.3,4.3,0
2023-01-11 15:00:00,18.94,70.0,1012.3,4.3,0
2023-01-11 16:00:00,17.13,79.0,1012.2,9.4,1
2023-01-11 17:00:00,16.44,75.9,1012.2,2.0,1
2023-01-11 18:00:00,18.19,70.1,1012.2,3.4,0
2023-01-11 19:00:00,15.51,82.9,1012.1,0.8,1
2023-01-11 20:00:00,13.43,83.2,1012.2,9.5,1
2023-01-11 21:00:00,10.77,76.8,1012.2,0.6,1
2023-01-11 22:00:00,13.92,76.6,1012.2,7.5,1
2023-01-11 23:00:00,8.41,85.8,1012.2,1.8,0
2023-01-12 00:00:00,8.51,92.1,1012.3,8.4,1
2023-01-12 01:00:00,11.39,79.5,1012.2,1.5,1
2023-01-12 02:00:00,5.78,92.1,1012.3,0.3,1
2023-01-12 03:00:00,7.96,91.3,1012.3,4.5,1
2023-01-12 04:00:00,8.38,87.7,1012.3,4.2,1
2023-01-12 05:00:00,10.05,87.1,1012.2,8.6,0
2023-01-12 06:00:00,7.92,92.2,1012.2,5.3,1
2023-01-12 07:00:00,9.68,79.7,1012.2,1.2,1
2023-01-12 08:00:00,11.31,83.2,1012.2,5.1,1
2023-01-12 09:00:00,15.45,78.6,1012.1,2.1,1
2023-01-12 10:00:00,15.44,75.3,1012.0,2.0,0
2023-01-12 11:00:00,13.01,80.3,1012.1,3.4,0
2023-01-12 12:00:00,16.46,78.6,1012.1,8.3,0
2023-01-12 13:00:00,18.08,78.3,1012.1,1.1,1
2023-01-12 14:00:00,15.81,68.9,1012.2,2.5,0
2023-01-12 15:00:00,18.87,76.0,1012.2,1.6,1
2023-01-12 16:00:00,15.61,79.8,1012.1,1.9,1
2023-01-12 17:00:00,15.77,88.0,1012.1,0.5,1
2023-01-12 18:00:00,18.19,82.3,1012.2,3.4,1
2023-01-12 19:00:00,16.23,73.9,1012.1,4.5,1
2023-01-12 20:00:00,14.88,76.2,1012.1,1.2,0
2023-01-12 21:00:00,13.75,79.1,1012.1,7.1,1
2023-01-12 22:00:00,11.06,86.3,1012.1,5.0,1
2023-01-12 23:00:00,8.2,88.1,1012.1,4.2,0
2023-01-13 00:00:00,9.73,83.8,1012.2,3.6,0
2023-01-13 01:00:00,9.63,80.2,1012.2,6.3,0
2023-01-13 02:00:00,7.94,80.5,1012.2,2.8,0
2023-01-13 03:00:00,7.08,89.2,1012.2,2.9,1
2023-01-13 04:00:00,6.48,86.8,1012.1,4.3,0
2023-01-13 05:00:00,10.62,76.9,1012.0,2.6,0
2023-01-13 06:00:00,7.62,88.8,1012.0,5.1,1
2023-01-13 07:00:00,14.09,79.0,1012.0,2.6,0
2023-01-13 08:00:00,9.54,76.5,1012.0,1.0,0
2023-01-13 09:00:00,15.0,77.0,1012.0,1.2,1
2023-01-13 10:00:00,13.21,79.3,1011.9,3.6,1
2023-01-13 11:00:00,15.11,75.6,1012.0,8.2,0
2023-01-13 12:00:00,17.56,79.4,1012.1,8.3,0
2023-01-13 13:00:00,19.43,76.8,1012.0,5.1,1
2023-01-13 14:00:00,18.43,76.1,1012.0,8.7,1
2023-01-13 15:00:00,17.11,75.2,1012.1,3.2,1
2023-01-13 16:00:00,17.35,79.7,1012.0,6.9,0
2023-01-13 17:00:00,15.91,76.6,1012.0,1.7,0
2023-01-13 18:00:00,19.05,66.9,1012.0,10.4,1
2023-01-13 19:00:00,16.34,84.3,1011.9,4.8,1
2023-01-13 20:00:00,14.95,79.2,1011.9,0.7,1
2023-01-13 21:00:00,13.51,81.7,1012.0,3.2,0
2023-01-13 22:00:00,10.29,87.1,1012.0,4.4,0
2023-01-13 23:00:00,10.16,84.1,1012.0,0.7,0
2023-01-14 00:00:00,8.24,94.9,1011.9,7.0,1
2023-01-14 01:00:00,10.0,90.1,1011.9,5.6,1
2023-01-14 02:00:00,8.5,83.8,1011.9,1.4,1
2023-01-14 03:00:00,6.26,89.6,1011.8,3.9,0
2023-01-14 04:00:00,6.65,93.6,1011.9,7.1,0
2023-01-14 05:00:00,8.04,92.3,1011.8,5.6,1
2023-01-14 06:00:00,8.4,85.3,1011.9,2.0,0
2023-01-14 07:00:00,10.12,96.8,1011.8,9.2,0
2023-01-14 08:00:00,12.99,66.2,1011.9,2.1,1
2023-01-14 09:00:00,13.94,82.6,1011.8,7.5,1
2023-01-14 10:00:00,15.59,78.5,1011.8,1.9,1
2023-01-14 11:00:00,14.99,72.7,1011.8,2.9,1
2023-01-14 12:00:00,13.56,79.8,1011.9,2.1,1
2023-01-14 13:00:00,19.4,81.6,1011.9,5.8,1
2023-01-14 14:00:00,18.28,70.3,1012.0,8.3,0
2023-01-14 15:00:00,15.04,74.6,1012.0,5.2,0
2023-01-14 16:00:00,18.45,77.5,1012.1,1.3,1
2023-01-14 17:00:00,17.6,77.3,1012.1,1.0,1
2023-01-14 18:00:00,17.48,77.5,1012.1,2.9,1
2023-01-14 19:00:00,15.82,71.2,1012.1,10.3,1
2023-01-14 20:00:00,14.58,75.4,1012.1,1.3,0
2023-01-14 21:00:00,13.94,89.9,1012.1,5.4,1
2023-01-14 22:00:00,10.19,83.5,1012.2,6.7,0
2023-01-14 23:00:00,10.22,80.2,1012.2,3.9,0
2023-01-15 00:00:00,10.81,84.7,1012.2,8.0,1
2023-01-15 01:00:00,9.73,93.1,1012.2,5.5,1
2023-01-15 02:00:00,7.75,87.7,1012.2,7.7,1
2023-01-15 03:00:00,3.97,88.7,1012.1,1.3,0
2023-01-15 04:00:00,7.2,92.3,1012.2,2.4,1
2023-01-15 05:00:00,9.76,83.2,1012.1,0.8,1
2023-01-15 06:00:00,11.21,94.0,1012.1,9.3,1
2023-01-15 07:00:00,11.92,84.2,1012.1,0.8,1
2023-01-15 08:00:00,14.01,85.1,1012.2,5.6,1
2023-01-15 09:00:00,14.44,83.5,1012.2,4.1,1
2023-01-15 10:00:00,15.78,83.3,1012.1,8.8,1
2023-01-15 11:00:00,14.84,78.4,1012.2,2.6,0
2023-01-15 12:00:00,18.09,80.3,1012.2,4.0,0
2023-01-15 13:00:00,16.25,84.3,1012.2,2.0,1
2023-01-15 14:00:00,17.9,73.3,1012.2,2.3,1
2023-01-15 15:00:00,17.29,79.1,1012.2,1.9,1
2023-01-15 16:00:00,18.7,79.7,1012.1,3.0,0
2023-01-15 17:00:00,17.3,75.0,1012.2,4.7,0
2023-01-15 18:00:00,16.8,75.4,1012.2,2.8,1
2023-01-15 19:00:00,17.34,79.1,1012.3,2.1,1
2023-01-15 20:00:00,15.1,75.8,1012.2,7.4,1
2023-01-15 21:00:00,11.89,83.1,1012.2,3.5,1
2023-01-15 22:00:00,9.3,83.9,1012.1,2.8,0
2023-01-15 23:00:00,7.45,87.6,1012.1,4.4,0
2023-01-16 00:00:00,12.22,89.1,1012.2,0.4,1
2023-01-16 01:00:00,8.34,85.8,1012.2,5.6,1
2023-01-16 02:00:00,9.54,88.4,1012.3,2.0,1
2023-01-16 03:00:00,6.2,90.1,1012.3,3.8,1
2023-01-16 04:00:00,10.55,79.2,1012.2,9.6,0
2023-01-16 05:00:00,6.79,90.0,1012.2,2.9,1
2023-01-16 06:00:00,10.26,87.7,1012.2,1.2,1
2023-01-16 07:00:00,11.52,85.6,1012.2,13.7,0
2023-01-16 08:00:00,12.4,83.8,1012.3,3.7,1
2023-01-16 09:00:00,12.29,75.6,1012.3,2.7,1
2023-01-16 10:00:00,15.3,73.5,1012.2,4.2,0
2023-01-16 11:00:00,13.51,80.0,1012.3,2.1,1
2023-01-16 12:00:00,15.55,77.7,1012.2,2.2,1
2023-01-16 13:00:00,18.1,78.7,1012.2,10.0,0
2023-01-16 14:00:00,17.61,67.5,1012.2,3.9,1
2023-01-16 15:00:00,16.43,77.0,1012.2,2.0,1
2023-01-16 16:00:00,15.33,81.1,1012.2,7.9,1
2023-01-16 17:00:00,16.69,83.4,1012.1,3.7,1
2023-01-16 18:00:00,12.55,80.1,1012.1,1.1,0
2023-01-16 19:00:00,19.02,65.4,1011.9,7.5,1
2023-01-16 20:00:00,16.47,78.8,1011.9,0.9,0
2023-01-16 21:00:00,11.77,86.0,1011.8,0.4,1
2023-01-16 22:00:00,11.42,83.9,1011.8,8.5,0
2023-01-16 23:00:00,11.46,75.8,1011.8,2.4,1
2023-01-17 00:00:00,11.85,74.1,1011.9,5.8,0
2023-01-17 01:00:00,7.03,89.1,1011.9,4.8,1
2023-01-17 02:00:00,9.0,92.9,1012.0,4.6,0
2023-01-17 03:00:00,5.41,82.5,1011.8,3.7,1
2023-01-17 04:00:00,9.61,84.3,1011.8,4.2,1
2023-01-17 05:00:00,7.95,80.2,1011.8,4.3,0
2023-01-17 06:00:00,10.03,86.5,1011.8,6.0,1
2023-01-17 07:00:00,9.32,97.8,1011.7,9.5,0
2023-01-17 08:00:00,12.79,79.4,1011.7,2.8,1
2023-01-17 09:00:00,15.43,77.8,1011.7,3.1,1
2023-01-17 10:00:00,15.64,71.0,1011.6,6.3,0
2023-01-17 11:00:00,13.78,85.4,1011.7,2.9,0
2023-01-17 12:00:00,14.76,74.5,1011.6,2.0,1
2023-01-17 13:00:00,14.48,77.1,1011.5,5.3,0
2023-01-17 14:00:00,16.68,76.2,1011.5,4.0,0
2023-01-17 15:00:00,20.47,62.7,1011.5,6.8,0
2023-01-17 16:00:00,18.84,70.4,1011.6,4.9,1
2023-01-17 17:00:00,18.57,77.5,1011.7,7.1,0
2023-01-17 18:00:00,15.53,87.0,1011.7,4.7,1
2023-01-17 19:00:00,16.33,76.0,1011.6,2.2,1
2023-01-17 20:00:00,12.05,86.4,1011.5,2.9,1
2023-01-17 21:00:00,12.0,88.6,1011.4,4.3,1
2023-01-17 22:00:00,10.66,80.7,1011.4,2.9,0
2023-01-17 23:00:00,13.17,75.0,1011.4,4.4,0
2023-01-18 00:00:00,9.12,82.8,1011.4,2.9,1
2023-01-18 01:00:00,10.72,84.5,1011.4,1.4,1
2023-01-18 02:00:00,9.17,94.7,1011.4,1.8,1
2023-01-18 03:00:00,7.64,93.0,1011.4,4.4,1
2023-01-18 04:00:00,10.72,92.8,1011.3,6.8,1
2023-01-18 05:00:00,7.79,87.0,1011.3,14.3,0
2023-01-18 06:00:00,10.22,83.1,1011.4,4.6,0
2023-01-18 07:00:00,8.55,85.7,1011.4,3.1,1
2023-01-18 08:00:00,13.66,83.4,1011.3,0.9,1
2023-01-18 09:00:00,15.3,74.0,1011.3,3.5,0
2023-01-18 10:00:00,12.07,75.1,1011.3,2.0,1
2023-01-18 11:00:00,17.43,75.6,1011.3,1.2,0
2023-01-18 12:00:00,15.56,79.1,1011.3,12.6,0
2023-01-18 13:00:00,16.64,68.2,1011.4,5.2,0
2023-01-18 14:00:00,20.25,72.9,1011.4,1.9,1
2023-01-18 15:00:00,17.14,77.1,1011.4,6.7,1
2023-01-18 16:00:00,16.06,75.8,1011.4,2.2,1
2023-01-18 17:00:00,17.34,73.8,1011.4,4.0,0
2023-01-18 18:00:00,14.15,74.8,1011.5,1.7,1
2023-01-18 19:00:00,17.12,68.2,1011.4,5.1,0
2023-01-18 20:00:00,13.05,79.9,1011.4,3.0,1
2023-01-18 21:00:00,14.25,73.4,1011.2,3.8,1
2023-01-18 22:00:00,9.95,91.9,1011.3,2.4,1
2023-01-18 23:00:00,9.29,81.3,1011.3,0.8,1
2023-01-19 00:00:00,9.2,88.8,1011.4,1.9,0
2023-01-19 01:00:00,7.54,96.4,1011.4,3.6,1
2023-01-19 02:00:00,11.12,89.1,1011.4,1.7,0
